order_id,user_id,restaurant_id,item_id,item_name,quantity,unit_price,order_date,order_hour,slot,is_weekend,order_total
ORD0000012,U0001,R005,I00050,Coleslaw,1,50.0,2025-07-30,13,Lunch,False,50.0
ORD0000012,U0001,R005,I00047,Sugarcane Juice,1,260.0,2025-07-30,13,Lunch,False,310.0
ORD0000012,U0001,R005,I00045,Matcha Latte,1,330.0,2025-07-30,13,Lunch,False,640.0
ORD0000012,U0001,R005,I00046,Green Tea,1,60.0,2025-07-30,13,Lunch,False,700.0
ORD0000013,U0001,R033,I00322,Gola,1,230.0,2025-11-02,20,Dinner,True,230.0
ORD0000013,U0001,R033,I00319,Mixed Fruit Juice,1,240.0,2025-11-02,20,Dinner,True,470.0
ORD0000013,U0001,R033,I00318,Watermelon Juice,1,440.0,2025-11-02,20,Dinner,True,910.0
ORD0000014,U0001,R005,I00045,Matcha Latte,1,330.0,2025-01-24,2,Late-Night,False,330.0
ORD0000014,U0001,R005,I00047,Sugarcane Juice,1,260.0,2025-01-24,2,Late-Night,False,590.0
ORD0000015,U0001,R077,I00751,Dum Aloo,1,270.0,2025-05-08,22,Dinner,False,270.0
ORD0000015,U0001,R077,I00759,Neer Dosa,1,420.0,2025-05-08,22,Dinner,False,690.0
ORD0000015,U0001,R077,I00756,Fanta,1,120.0,2025-05-08,22,Dinner,False,810.0
ORD0000015,U0001,R077,I00750,ABC Juice,1,320.0,2025-05-08,22,Dinner,False,1130.0
ORD0000016,U0001,R033,I00320,Prawn Biryani,1,240.0,2024-08-12,2,Late-Night,False,240.0
ORD0000016,U0001,R033,I00314,Matcha Latte,2,440.0,2024-08-12,2,Late-Night,False,1120.0
ORD0000016,U0001,R033,I00318,Watermelon Juice,1,440.0,2024-08-12,2,Late-Night,False,1560.0
ORD0000017,U0001,R056,I00546,Garlic Bread,1,70.0,2025-09-17,17,Tea-Time,False,70.0
ORD0000017,U0001,R056,I00547,Choco Lava Cake,1,80.0,2025-09-17,17,Tea-Time,False,150.0
ORD0000017,U0001,R056,I00543,Soy Sauce Dip,1,130.0,2025-09-17,17,Tea-Time,False,280.0
ORD0000018,U0001,R037,I00359,Dahi Kebab,1,140.0,2024-04-28,13,Lunch,False,140.0
ORD0000018,U0001,R037,I00356,Pesarattu,2,510.0,2024-04-28,13,Lunch,False,1160.0
ORD0000018,U0001,R037,I00363,Plain Dosa,1,350.0,2024-04-28,13,Lunch,False,1510.0
ORD0000018,U0001,R037,I00360,Rumali Roti,1,140.0,2024-04-28,13,Lunch,False,1650.0
ORD0000019,U0001,R021,I00202,Cheese Dip,1,150.0,2025-05-16,18,Tea-Time,False,150.0
ORD0000019,U0001,R021,I00199,McAloo Tikki,1,240.0,2025-05-16,18,Tea-Time,False,390.0
ORD0000019,U0001,R021,I00197,Margherita Pizza,1,200.0,2025-05-16,18,Tea-Time,False,590.0
ORD0000020,U0001,R064,I00629,Chole Kulche,1,250.0,2025-07-30,13,Lunch,False,250.0
ORD0000020,U0001,R064,I00623,Masala Dosa,2,260.0,2025-07-30,13,Lunch,False,770.0
ORD0000021,U0001,R064,I00623,Masala Dosa,1,260.0,2026-01-28,14,Lunch,False,260.0
ORD0000021,U0001,R064,I00626,Choco Lava Cake,1,100.0,2026-01-28,14,Lunch,False,360.0
ORD0000021,U0001,R064,I00622,Chocolate Fondue,1,440.0,2026-01-28,14,Lunch,False,800.0
ORD0000021,U0001,R064,I00627,Ranch Sauce,1,100.0,2026-01-28,14,Lunch,False,900.0
ORD0000022,U0001,R006,I00057,Nimbu Pani,1,120.0,2024-08-08,22,Dinner,False,120.0
ORD0000022,U0001,R006,I00054,Coca-Cola,1,130.0,2024-08-08,22,Dinner,False,250.0
ORD0000022,U0001,R006,I00051,Veg Manchurian,1,480.0,2024-08-08,22,Dinner,False,730.0
ORD0000022,U0001,R006,I00053,Lemon Tea,1,150.0,2024-08-08,22,Dinner,False,880.0
ORD0000023,U0001,R015,I00148,Thalassery Biryani,1,210.0,2024-06-14,19,Dinner,False,210.0
ORD0000023,U0001,R015,I00147,Chicken Biryani,2,260.0,2024-06-14,19,Dinner,False,730.0
ORD0000023,U0001,R015,I00143,Wonton Soup,1,110.0,2024-06-14,19,Dinner,False,840.0
ORD0000023,U0001,R015,I00141,Double Ka Meetha,1,180.0,2024-06-14,19,Dinner,False,1020.0
ORD0000023,U0001,R015,I00145,Lucknawi Biryani,1,250.0,2024-06-14,19,Dinner,False,1270.0
ORD0000024,U0002,R057,I00556,Pav Bhaji,1,540.0,2024-10-07,20,Dinner,False,540.0
ORD0000024,U0002,R057,I00553,Kacchi Biryani,1,280.0,2024-10-07,20,Dinner,False,820.0
ORD0000024,U0002,R057,I00559,Mixed Pickle,1,150.0,2024-10-07,20,Dinner,False,970.0
ORD0000024,U0002,R057,I00561,Prawn Biryani,1,390.0,2024-10-07,20,Dinner,False,1360.0
ORD0000025,U0002,R001,I00001,Matar Paneer,1,280.0,2024-11-01,13,Lunch,False,280.0
ORD0000025,U0002,R001,I00004,ABC Juice,1,440.0,2024-11-01,13,Lunch,False,720.0
ORD0000026,U0002,R078,I00764,Rabri,1,310.0,2024-09-05,9,Breakfast,False,310.0
ORD0000026,U0002,R078,I00762,Aam Panna,1,150.0,2024-09-05,9,Breakfast,False,460.0
ORD0000027,U0002,R061,I00600,Papdi Chaat,2,140.0,2025-02-24,22,Dinner,False,280.0
ORD0000027,U0002,R061,I00595,Tres Leches,1,210.0,2025-02-24,22,Dinner,False,490.0
ORD0000027,U0002,R061,I00597,Soy Sauce Dip,1,110.0,2025-02-24,22,Dinner,False,600.0
ORD0000027,U0002,R061,I00594,Papad,1,80.0,2025-02-24,22,Dinner,False,680.0
ORD0000028,U0002,R032,I00308,Masala Peanuts,1,100.0,2025-01-23,19,Dinner,True,100.0
ORD0000028,U0002,R032,I00307,Aloo Chaat,1,240.0,2025-01-23,19,Dinner,True,340.0
ORD0000028,U0002,R032,I00311,Dahi Puri,1,420.0,2025-01-23,19,Dinner,True,760.0
ORD0000029,U0002,R067,I00652,Coca-Cola,1,80.0,2024-12-27,23,Late-Night,False,80.0
ORD0000029,U0002,R067,I00659,Pani Puri,1,260.0,2024-12-27,23,Late-Night,False,340.0
ORD0000029,U0002,R067,I00654,Mixed Pickle,1,60.0,2024-12-27,23,Late-Night,False,400.0
ORD0000029,U0002,R067,I00655,Vada Pav,1,490.0,2024-12-27,23,Late-Night,False,890.0
ORD0000029,U0002,R067,I00658,Shahi Tukda,1,240.0,2024-12-27,23,Late-Night,False,1130.0
ORD0000030,U0002,R032,I00307,Aloo Chaat,1,240.0,2024-11-30,23,Late-Night,True,240.0
ORD0000030,U0002,R032,I00309,Jaljeera,2,130.0,2024-11-30,23,Late-Night,True,500.0
ORD0000030,U0002,R032,I00311,Dahi Puri,1,420.0,2024-11-30,23,Late-Night,True,920.0
ORD0000030,U0002,R032,I00308,Masala Peanuts,1,100.0,2024-11-30,23,Late-Night,True,1020.0
ORD0000031,U0002,R040,I00386,Salted Lassi,1,120.0,2025-12-05,17,Tea-Time,False,120.0
ORD0000031,U0002,R040,I00385,Dal Makhani,1,510.0,2025-12-05,17,Tea-Time,False,630.0
ORD0000031,U0002,R040,I00393,Papad,1,170.0,2025-12-05,17,Tea-Time,False,800.0
ORD0000031,U0002,R040,I00388,Masala Peanuts,1,170.0,2025-12-05,17,Tea-Time,False,970.0
ORD0000032,U0002,R061,I00592,Kulfi Falooda,1,230.0,2024-05-20,14,Lunch,True,230.0
ORD0000032,U0002,R061,I00594,Papad,1,80.0,2024-05-20,14,Lunch,True,310.0
ORD0000033,U0002,R052,I00503,ABC Juice,1,170.0,2025-11-08,21,Dinner,False,170.0
ORD0000033,U0002,R052,I00508,Onion Rings,1,160.0,2025-11-08,21,Dinner,False,330.0
ORD0000033,U0002,R052,I00502,Orange Juice,1,410.0,2025-11-08,21,Dinner,False,740.0
ORD0000033,U0002,R052,I00505,Mixed Pickle,1,100.0,2025-11-08,21,Dinner,False,840.0
ORD0000033,U0002,R052,I00509,Paal Payasam,1,100.0,2025-11-08,21,Dinner,False,940.0
ORD0000034,U0002,R059,I00576,Vanilla Shake,1,50.0,2025-07-03,19,Dinner,True,50.0
ORD0000034,U0002,R059,I00575,Red Velvet Cake,2,400.0,2025-07-03,19,Dinner,True,850.0
ORD0000035,U0002,R074,I00726,Poha,1,470.0,2025-02-08,20,Dinner,True,470.0
ORD0000035,U0002,R074,I00723,Nannari Sarbat,1,80.0,2025-02-08,20,Dinner,True,550.0
ORD0000035,U0002,R074,I00725,Chocolate Fondue,1,480.0,2025-02-08,20,Dinner,True,1030.0
ORD0000036,U0002,R053,I00517,Mawa Jalebi,1,250.0,2025-12-28,21,Dinner,True,250.0
ORD0000036,U0002,R053,I00515,Mango Cheesecake,1,420.0,2025-12-28,21,Dinner,True,670.0
ORD0000037,U0005,R059,I00577,Lucknawi Biryani,2,540.0,2024-03-26,22,Dinner,True,1080.0
ORD0000037,U0005,R059,I00580,Panna Cotta,1,560.0,2024-03-26,22,Dinner,True,1640.0
ORD0000037,U0005,R059,I00581,Chicken Lollipop,2,220.0,2024-03-26,22,Dinner,True,2080.0
ORD0000037,U0005,R059,I00576,Vanilla Shake,1,50.0,2024-03-26,22,Dinner,True,2130.0
ORD0000037,U0005,R059,I00572,Aloo Tikki,1,380.0,2024-03-26,22,Dinner,True,2510.0
ORD0000038,U0005,R065,I00636,Tender Coconut Water,1,150.0,2025-07-27,15,Lunch,False,150.0
ORD0000038,U0005,R065,I00638,Cold Coffee,1,50.0,2025-07-27,15,Lunch,False,200.0
ORD0000039,U0005,R059,I00576,Vanilla Shake,1,50.0,2025-02-16,14,Lunch,False,50.0
ORD0000039,U0005,R059,I00581,Chicken Lollipop,1,220.0,2025-02-16,14,Lunch,False,270.0
ORD0000040,U0005,R062,I00606,Chocolate Fondue,1,330.0,2025-10-06,14,Lunch,False,330.0
ORD0000041,U0005,R028,I00267,Corn Chat,1,250.0,2024-10-17,19,Dinner,False,250.0
ORD0000041,U0005,R028,I00272,Badam Halwa,1,170.0,2024-10-17,19,Dinner,False,420.0
ORD0000042,U0005,R062,I00608,Tiramisu,1,370.0,2025-02-08,7,Breakfast,False,370.0
ORD0000042,U0005,R062,I00606,Chocolate Fondue,1,330.0,2025-02-08,7,Breakfast,False,700.0
ORD0000042,U0005,R062,I00609,Soufflé,1,320.0,2025-02-08,7,Breakfast,False,1020.0
ORD0000042,U0005,R062,I00603,Banana Split,1,430.0,2025-02-08,7,Breakfast,False,1450.0
ORD0000042,U0005,R062,I00611,Red Velvet Cake,1,440.0,2025-02-08,7,Breakfast,False,1890.0
ORD0000043,U0005,R042,I00409,Coconut Chutney,1,170.0,2024-05-31,17,Tea-Time,False,170.0
ORD0000043,U0005,R042,I00408,Chicken 65,1,190.0,2024-05-31,17,Tea-Time,False,360.0
ORD0000044,U0005,R057,I00557,Neera,1,50.0,2024-05-09,15,Lunch,False,50.0
ORD0000044,U0005,R057,I00559,Mixed Pickle,1,150.0,2024-05-09,15,Lunch,False,200.0
ORD0000044,U0005,R057,I00552,Fanta,1,60.0,2024-05-09,15,Lunch,False,260.0
ORD0000044,U0005,R057,I00560,Qubani Ka Meetha,1,250.0,2024-05-09,15,Lunch,False,510.0
ORD0000045,U0005,R026,I00248,Crème Brûlée,1,310.0,2024-06-06,21,Dinner,False,310.0
ORD0000045,U0005,R026,I00244,Masala Peanuts,1,80.0,2024-06-06,21,Dinner,False,390.0
ORD0000046,U0005,R016,I00157,Coleslaw,1,130.0,2024-09-03,0,Late-Night,False,130.0
ORD0000046,U0005,R016,I00158,McAloo Tikki,1,380.0,2024-09-03,0,Late-Night,False,510.0
ORD0000046,U0005,R016,I00160,ABC Juice,1,530.0,2024-09-03,0,Late-Night,False,1040.0
ORD0000047,U0005,R059,I00576,Vanilla Shake,2,50.0,2024-10-14,15,Lunch,False,100.0
ORD0000047,U0005,R059,I00581,Chicken Lollipop,1,220.0,2024-10-14,15,Lunch,False,320.0
ORD0000047,U0005,R059,I00577,Lucknawi Biryani,1,540.0,2024-10-14,15,Lunch,False,860.0
ORD0000048,U0005,R026,I00251,Jalebi,1,100.0,2025-05-13,18,Tea-Time,False,100.0
ORD0000048,U0005,R026,I00244,Masala Peanuts,1,80.0,2025-05-13,18,Tea-Time,False,180.0
ORD0000048,U0005,R026,I00248,Crème Brûlée,1,310.0,2025-05-13,18,Tea-Time,False,490.0
ORD0000049,U0005,R053,I00516,Veg Manchurian,1,370.0,2026-01-01,15,Lunch,True,370.0
ORD0000049,U0005,R053,I00518,Gola,1,160.0,2026-01-01,15,Lunch,True,530.0
ORD0000050,U0005,R016,I00160,ABC Juice,1,530.0,2025-06-29,14,Lunch,False,530.0
ORD0000050,U0005,R016,I00152,Iced Tea,1,110.0,2025-06-29,14,Lunch,False,640.0
ORD0000051,U0005,R065,I00633,Watermelon Juice,1,300.0,2024-10-22,22,Dinner,True,300.0
ORD0000051,U0005,R065,I00640,ABC Juice,1,300.0,2024-10-22,22,Dinner,True,600.0
ORD0000051,U0005,R065,I00636,Tender Coconut Water,2,150.0,2024-10-22,22,Dinner,True,900.0
ORD0000052,U0005,R029,I00279,Tiramisu,1,150.0,2025-01-09,7,Breakfast,False,150.0
ORD0000052,U0005,R029,I00278,Vanilla Shake,1,120.0,2025-01-09,7,Breakfast,False,270.0
ORD0000053,U0005,R031,I00302,Panagam,2,130.0,2024-12-23,20,Dinner,False,260.0
ORD0000053,U0005,R031,I00295,Hot Chocolate,1,50.0,2024-12-23,20,Dinner,False,310.0
ORD0000053,U0005,R031,I00299,Tiramisu,1,160.0,2024-12-23,20,Dinner,False,470.0
ORD0000054,U0005,R062,I00611,Red Velvet Cake,1,440.0,2025-06-18,21,Dinner,False,440.0
ORD0000054,U0005,R062,I00606,Chocolate Fondue,1,330.0,2025-06-18,21,Dinner,False,770.0
ORD0000055,U0005,R029,I00276,Brownie,1,220.0,2024-08-02,13,Lunch,False,220.0
ORD0000055,U0005,R029,I00279,Tiramisu,1,150.0,2024-08-02,13,Lunch,False,370.0
ORD0000055,U0005,R029,I00283,Chicken Shawarma,1,520.0,2024-08-02,13,Lunch,False,890.0
ORD0000055,U0005,R029,I00282,Dim Sum,1,130.0,2024-08-02,13,Lunch,False,1020.0
ORD0000056,U0005,R053,I00512,Waffles,1,490.0,2025-03-16,21,Dinner,False,490.0
ORD0000056,U0005,R053,I00513,Manchurian,2,390.0,2025-03-16,21,Dinner,False,1270.0
ORD0000056,U0005,R053,I00518,Gola,1,160.0,2025-03-16,21,Dinner,False,1430.0
ORD0000056,U0005,R053,I00520,Soufflé,1,300.0,2025-03-16,21,Dinner,False,1730.0
ORD0000057,U0005,R043,I00416,Ganne Ka Juice,1,50.0,2024-03-23,21,Dinner,True,50.0
ORD0000058,U0005,R059,I00575,Red Velvet Cake,1,400.0,2024-03-18,2,Late-Night,False,400.0
ORD0000058,U0005,R059,I00579,Pancakes,1,350.0,2024-03-18,2,Late-Night,False,750.0
ORD0000058,U0005,R059,I00572,Aloo Tikki,1,380.0,2024-03-18,2,Late-Night,False,1130.0
ORD0000059,U0005,R057,I00556,Pav Bhaji,2,540.0,2025-03-05,19,Dinner,True,1080.0
ORD0000059,U0005,R057,I00557,Neera,1,50.0,2025-03-05,19,Dinner,True,1130.0
ORD0000059,U0005,R057,I00558,Paneer Biryani,1,410.0,2025-03-05,19,Dinner,True,1540.0
ORD0000060,U0005,R057,I00559,Mixed Pickle,1,150.0,2026-02-09,12,Lunch,False,150.0
ORD0000061,U0005,R041,I00397,Chocolate Fondue,1,370.0,2025-07-18,21,Dinner,True,370.0
ORD0000061,U0005,R041,I00400,Vanilla Shake,1,70.0,2025-07-18,21,Dinner,True,440.0
ORD0000061,U0005,R041,I00399,Banana Split,1,140.0,2025-07-18,21,Dinner,True,580.0
ORD0000061,U0005,R041,I00401,Dum Aloo,1,350.0,2025-07-18,21,Dinner,True,930.0
ORD0000062,U0005,R051,I00495,Strawberry Milkshake,1,80.0,2025-05-21,0,Late-Night,True,80.0
ORD0000062,U0005,R051,I00494,Hot and Sour Soup,1,160.0,2025-05-21,0,Late-Night,True,240.0
ORD0000063,U0005,R017,I00161,Mysore Pak,2,140.0,2024-07-26,20,Dinner,False,280.0
ORD0000063,U0005,R017,I00167,Idli Sambar,2,150.0,2024-07-26,20,Dinner,False,580.0
ORD0000064,U0005,R065,I00640,ABC Juice,1,300.0,2024-04-03,21,Dinner,False,300.0
ORD0000064,U0005,R065,I00639,Panna Cotta,1,370.0,2024-04-03,21,Dinner,False,670.0
ORD0000064,U0005,R065,I00636,Tender Coconut Water,2,150.0,2024-04-03,21,Dinner,False,970.0
ORD0000065,U0005,R059,I00576,Vanilla Shake,1,50.0,2024-04-04,19,Dinner,False,50.0
ORD0000065,U0005,R059,I00574,Crème Brûlée,1,380.0,2024-04-04,19,Dinner,False,430.0
ORD0000066,U0005,R059,I00572,Aloo Tikki,1,380.0,2025-04-12,19,Dinner,False,380.0
ORD0000066,U0005,R059,I00577,Lucknawi Biryani,1,540.0,2025-04-12,19,Dinner,False,920.0
ORD0000066,U0005,R059,I00581,Chicken Lollipop,1,220.0,2025-04-12,19,Dinner,False,1140.0
ORD0000067,U0005,R026,I00245,Idli Sambar,1,240.0,2025-08-12,19,Dinner,True,240.0
ORD0000067,U0005,R026,I00244,Masala Peanuts,1,80.0,2025-08-12,19,Dinner,True,320.0
ORD0000067,U0005,R026,I00251,Jalebi,1,100.0,2025-08-12,19,Dinner,True,420.0
ORD0000067,U0005,R026,I00247,Panna Cotta,1,210.0,2025-08-12,19,Dinner,True,630.0
ORD0000067,U0005,R026,I00250,Cold Brew Coffee,1,260.0,2025-08-12,19,Dinner,True,890.0
ORD0000068,U0005,R031,I00303,Tres Leches,1,260.0,2026-01-05,21,Dinner,True,260.0
ORD0000068,U0005,R031,I00299,Tiramisu,1,160.0,2026-01-05,21,Dinner,True,420.0
ORD0000068,U0005,R031,I00300,Uttapam,1,210.0,2026-01-05,21,Dinner,True,630.0
ORD0000068,U0005,R031,I00298,Mango Cheesecake,1,350.0,2026-01-05,21,Dinner,True,980.0
ORD0000068,U0005,R031,I00295,Hot Chocolate,1,50.0,2026-01-05,21,Dinner,True,1030.0
ORD0000069,U0005,R022,I00210,Banana Split,1,170.0,2025-02-08,16,Tea-Time,False,170.0
ORD0000069,U0005,R022,I00213,Orange Juice,1,360.0,2025-02-08,16,Tea-Time,False,530.0
ORD0000069,U0005,R022,I00212,Dip Sauces,1,180.0,2025-02-08,16,Tea-Time,False,710.0
ORD0000069,U0005,R022,I00207,Date Pancake,1,180.0,2025-02-08,16,Tea-Time,False,890.0
ORD0000069,U0005,R022,I00211,Waffles,2,440.0,2025-02-08,16,Tea-Time,False,1770.0
ORD0000070,U0005,R022,I00210,Banana Split,1,170.0,2025-05-04,17,Tea-Time,False,170.0
ORD0000070,U0005,R022,I00214,Mango Cheesecake,1,350.0,2025-05-04,17,Tea-Time,False,520.0
ORD0000070,U0005,R022,I00206,7UP,1,70.0,2025-05-04,17,Tea-Time,False,590.0
ORD0000071,U0005,R059,I00580,Panna Cotta,2,560.0,2024-12-18,18,Tea-Time,False,1120.0
ORD0000071,U0005,R059,I00572,Aloo Tikki,1,380.0,2024-12-18,18,Tea-Time,False,1500.0
ORD0000071,U0005,R059,I00576,Vanilla Shake,1,50.0,2024-12-18,18,Tea-Time,False,1550.0
ORD0000072,U0005,R026,I00250,Cold Brew Coffee,1,260.0,2024-06-30,23,Late-Night,False,260.0
ORD0000072,U0005,R026,I00245,Idli Sambar,1,240.0,2024-06-30,23,Late-Night,False,500.0
ORD0000073,U0005,R062,I00608,Tiramisu,1,370.0,2024-12-01,20,Dinner,False,370.0
ORD0000073,U0005,R062,I00602,Mixed Fruit Juice,1,410.0,2024-12-01,20,Dinner,False,780.0
ORD0000073,U0005,R062,I00604,Waffles,1,370.0,2024-12-01,20,Dinner,False,1150.0
ORD0000073,U0005,R062,I00609,Soufflé,1,320.0,2024-12-01,20,Dinner,False,1470.0
ORD0000074,U0005,R029,I00283,Chicken Shawarma,1,520.0,2025-04-19,21,Dinner,False,520.0
ORD0000074,U0005,R029,I00279,Tiramisu,1,150.0,2025-04-19,21,Dinner,False,670.0
ORD0000075,U0005,R072,I00706,Potato Wedges,1,260.0,2024-12-24,0,Late-Night,True,260.0
ORD0000075,U0005,R072,I00703,Aloo Tikki,2,330.0,2024-12-24,0,Late-Night,True,920.0
ORD0000075,U0005,R072,I00701,Cheese Balls,1,260.0,2024-12-24,0,Late-Night,True,1180.0
ORD0000075,U0005,R072,I00708,Margherita Pizza,1,390.0,2024-12-24,0,Late-Night,True,1570.0
ORD0000076,U0005,R062,I00608,Tiramisu,2,370.0,2025-03-27,8,Breakfast,False,740.0
ORD0000076,U0005,R062,I00606,Chocolate Fondue,1,330.0,2025-03-27,8,Breakfast,False,1070.0
ORD0000076,U0005,R062,I00607,Warm Milk,1,100.0,2025-03-27,8,Breakfast,False,1170.0
ORD0000077,U0005,R006,I00051,Veg Manchurian,1,480.0,2026-02-26,14,Lunch,True,480.0
ORD0000077,U0005,R006,I00053,Lemon Tea,1,150.0,2026-02-26,14,Lunch,True,630.0
ORD0000077,U0005,R006,I00059,Fried Rice,1,230.0,2026-02-26,14,Lunch,True,860.0
ORD0000078,U0005,R049,I00480,Orange Juice,1,220.0,2025-08-25,15,Lunch,False,220.0
ORD0000078,U0005,R049,I00482,Neera,1,50.0,2025-08-25,15,Lunch,False,270.0
ORD0000079,U0005,R062,I00604,Waffles,2,370.0,2024-07-10,9,Breakfast,False,740.0
ORD0000079,U0005,R062,I00611,Red Velvet Cake,1,440.0,2024-07-10,9,Breakfast,False,1180.0
ORD0000080,U0005,R041,I00396,Paneer Tikka,1,170.0,2025-03-19,0,Late-Night,True,170.0
ORD0000080,U0005,R041,I00394,Kiwi Smoothie,1,490.0,2025-03-19,0,Late-Night,True,660.0
ORD0000080,U0005,R041,I00403,Pancakes,1,500.0,2025-03-19,0,Late-Night,True,1160.0
ORD0000080,U0005,R041,I00397,Chocolate Fondue,1,370.0,2025-03-19,0,Late-Night,True,1530.0
ORD0000081,U0005,R026,I00250,Cold Brew Coffee,1,260.0,2025-07-29,12,Lunch,False,260.0
ORD0000081,U0005,R026,I00245,Idli Sambar,1,240.0,2025-07-29,12,Lunch,False,500.0
ORD0000082,U0005,R056,I00547,Choco Lava Cake,1,80.0,2025-12-25,20,Dinner,False,80.0
ORD0000082,U0005,R056,I00549,Kiwi Smoothie,2,460.0,2025-12-25,20,Dinner,False,1000.0
ORD0000082,U0005,R056,I00545,Mixed Fruit Juice,1,550.0,2025-12-25,20,Dinner,False,1550.0
ORD0000082,U0005,R056,I00543,Soy Sauce Dip,1,130.0,2025-12-25,20,Dinner,False,1680.0
ORD0000083,U0006,R032,I00310,Papdi Chaat,1,110.0,2024-06-09,14,Lunch,False,110.0
ORD0000083,U0006,R032,I00309,Jaljeera,2,130.0,2024-06-09,14,Lunch,False,370.0
ORD0000083,U0006,R032,I00308,Masala Peanuts,1,100.0,2024-06-09,14,Lunch,False,470.0
ORD0000083,U0006,R032,I00312,Rumali Roti,1,50.0,2024-06-09,14,Lunch,False,520.0
ORD0000083,U0006,R032,I00311,Dahi Puri,1,420.0,2024-06-09,14,Lunch,False,940.0
ORD0000084,U0006,R070,I00682,Egg Biryani,1,240.0,2025-07-30,21,Dinner,True,240.0
ORD0000084,U0006,R070,I00684,Kacchi Biryani,1,210.0,2025-07-30,21,Dinner,True,450.0
ORD0000084,U0006,R070,I00687,Kadai Chicken,1,550.0,2025-07-30,21,Dinner,True,1000.0
ORD0000084,U0006,R070,I00690,Tangdi Kebab,1,220.0,2025-07-30,21,Dinner,True,1220.0
ORD0000085,U0006,R048,I00466,Lime Soda,1,130.0,2024-11-11,15,Lunch,False,130.0
ORD0000085,U0006,R048,I00470,Kung Pao Chicken,1,310.0,2024-11-11,15,Lunch,False,440.0
ORD0000085,U0006,R048,I00468,Sundae,1,310.0,2024-11-11,15,Lunch,False,750.0
ORD0000086,U0006,R070,I00682,Egg Biryani,1,240.0,2025-08-01,22,Dinner,True,240.0
ORD0000086,U0006,R070,I00686,Prawn Biryani,1,180.0,2025-08-01,22,Dinner,True,420.0
ORD0000086,U0006,R070,I00684,Kacchi Biryani,2,210.0,2025-08-01,22,Dinner,True,840.0
