item_id,restaurant_id,item_name,cuisine,category,is_veg,price_tier,base_price,cuisine_encoded,category_encoded,price_tier_encoded,popularity_score,order_frequency,avg_order_qty,reorder_rate,cart_frequency,avg_cart_position,cart_add_rate,base_price_norm,popularity_score_norm,order_frequency_norm,avg_order_qty_norm,reorder_rate_norm,cart_frequency_norm,avg_cart_position_norm,cart_add_rate_norm
I00025,R003,Lamb Biryani,Biryani,mains,False,Mid,270.0,1,2,1,0.044,0.0,1.0,0.0,0.0,0.0,0.0,0.42592592592592593,0.04619565217391304,0.0,0.0,0.0,0.0,0.0,0.0
I00026,R003,Sweet Lassi,North Indian,beverages,True,Budget,100.0,5,0,0,0.079,22.0,1.1363636363636365,0.17647058823529413,40.0,1.45,1.7391304347826086,0.11111111111111113,0.09375,0.19642857142857142,0.13636363636363646,0.3,0.1809954751131222,0.6023076923076922,0.020460358056265983
I00027,R003,Jaljeera,Biryani,beverages,True,Budget,40.0,1,0,0,0.366,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.483695652173913,0.0,0.0,0.0,0.0,0.0,0.0
I00028,R003,Seviyan Kheer,Biryani,desserts,True,Mid,190.0,1,1,1,0.23,60.0,1.1,0.43243243243243246,39.0,1.5897435897435896,0.639344262295082,0.2777777777777778,0.29891304347826086,0.5357142857142857,0.10000000000000009,0.7351351351351352,0.17647058823529413,0.6603550295857987,0.007521697203471553
I00029,R003,Kacchi Biryani,Biryani,mains,True,Mid,250.0,1,2,1,0.268,59.0,1.1864406779661016,0.42857142857142855,112.0,0.026785714285714284,1.8666666666666667,0.3888888888888889,0.35054347826086957,0.5267857142857143,0.18644067796610164,0.7285714285714285,0.5067873303167422,0.011126373626373625,0.02196078431372549
I00030,R003,Mixed Pickle,Biryani,sides,True,Budget,70.0,1,3,0,0.26,70.0,1.1714285714285715,0.41025641025641024,90.0,0.8333333333333334,1.267605633802817,0.05555555555555555,0.33967391304347827,0.625,0.17142857142857149,0.6974358974358974,0.40723981900452494,0.34615384615384615,0.01491300745650373
I00031,R004,Sugarcane Juice,Beverages,mains,True,Premium,350.0,0,2,2,0.263,51.0,1.1568627450980393,0.2777777777777778,45.0,0.2222222222222222,0.8653846153846154,0.5740740740740741,0.34375,0.45535714285714285,0.15686274509803932,0.4722222222222222,0.20361990950226247,0.0923076923076923,0.010180995475113122
I00032,R004,Fried Ice Cream,Chinese,desserts,True,Budget,140.0,2,1,0,0.202,35.0,1.1142857142857143,0.19230769230769232,28.0,1.2857142857142858,0.7777777777777778,0.18518518518518517,0.2608695652173913,0.3125,0.11428571428571432,0.3269230769230769,0.12669683257918554,0.5340659340659341,0.009150326797385621
I00033,R004,ABC Juice,Beverages,mains,True,Mid,260.0,0,2,1,0.28,59.0,1.2372881355932204,0.42424242424242425,52.0,0.3076923076923077,0.8666666666666667,0.40740740740740744,0.36684782608695654,0.5267857142857143,0.23728813559322037,0.7212121212121212,0.23529411764705885,0.12781065088757396,0.01019607843137255
I00034,R004,Sev Puri,Street Food,mains,True,Premium,330.0,7,2,2,0.332,61.0,1.1475409836065573,0.3611111111111111,50.0,0.22,0.8064516129032258,0.5370370370370371,0.43750000000000006,0.5446428571428571,0.14754098360655732,0.6138888888888888,0.22624434389140274,0.09138461538461538,0.009487666034155597
I00035,R004,Paneer Tikka,North Indian,starters,True,Mid,230.0,5,4,1,0.073,16.0,1.125,0.0,74.0,0.24324324324324326,4.352941176470588,0.35185185185185186,0.08559782608695651,0.14285714285714285,0.125,0.0,0.33484162895927605,0.10103950103950103,0.051211072664359855
I00036,R004,Mosambi Juice,Beverages,mains,True,Premium,300.0,0,2,2,0.382,67.0,1.2388059701492538,0.45714285714285713,61.0,0.2459016393442623,0.8970588235294118,0.4814814814814815,0.5054347826086957,0.5982142857142857,0.23880597014925375,0.7771428571428571,0.27601809954751133,0.1021437578814628,0.01055363321799308
I00037,R004,Sweet Lassi,North Indian,beverages,True,Budget,140.0,5,0,0,0.391,61.0,1.180327868852459,0.42424242424242425,171.0,1.105263157894737,2.7580645161290325,0.18518518518518517,0.5176630434782609,0.5446428571428571,0.180327868852459,0.7212121212121212,0.7737556561085973,0.4591093117408907,0.032447817836812144
I00038,R004,Thalassery Biryani,Biryani,mains,True,Mid,230.0,1,2,1,0.05,0.0,1.0,0.0,0.0,0.0,0.0,0.35185185185185186,0.05434782608695653,0.0,0.0,0.0,0.0,0.0,0.0
I00039,R004,Cold Brew Coffee,Beverages,mains,True,Mid,230.0,0,2,1,0.309,53.0,1.2075471698113207,0.41379310344827586,43.0,0.4418604651162791,0.7962962962962963,0.35185185185185186,0.40625,0.4732142857142857,0.2075471698113207,0.7034482758620689,0.19457013574660637,0.18354203935599284,0.009368191721132898
I00040,R004,Kulfi,North Indian,desserts,True,Mid,250.0,5,1,1,0.172,32.0,1.21875,0.2916666666666667,26.0,1.5,0.7878787878787878,0.3888888888888889,0.2201086956521739,0.2857142857142857,0.21875,0.49583333333333335,0.11764705882352942,0.6230769230769231,0.00926916221033868
I00041,R005,Dim Sum,Chinese,starters,True,Budget,130.0,2,4,0,0.247,52.0,1.2307692307692308,0.35294117647058826,78.0,0.34615384615384615,1.471698113207547,0.16666666666666669,0.3220108695652174,0.46428571428571425,0.23076923076923084,0.6,0.35294117647058826,0.14378698224852068,0.017314095449500553
I00042,R005,Rasam,South Indian,sides,True,Budget,100.0,6,3,0,0.126,21.0,1.1904761904761905,0.17647058823529413,47.0,1.0,2.1363636363636362,0.11111111111111113,0.15760869565217392,0.1875,0.19047619047619047,0.3,0.21266968325791857,0.41538461538461535,0.02513368983957219
I00043,R005,Mysore Pak,South Indian,desserts,True,Mid,180.0,6,1,1,0.278,59.0,1.1016949152542372,0.4,50.0,2.0,0.8333333333333334,0.2592592592592593,0.36413043478260876,0.5267857142857143,0.10169491525423724,0.68,0.22624434389140274,0.8307692307692307,0.00980392156862745
I00044,R005,Kanji,Street Food,beverages,True,Budget,70.0,7,0,0,0.26,55.0,1.1818181818181819,0.3939393939393939,113.0,1.6106194690265487,2.017857142857143,0.05555555555555555,0.33967391304347827,0.49107142857142855,0.18181818181818188,0.6696969696969697,0.5113122171945702,0.6690265486725664,0.023739495798319327
I00045,R005,Matcha Latte,Beverages,mains,True,Premium,330.0,0,2,2,0.262,63.0,1.1904761904761905,0.5806451612903226,71.0,0.28169014084507044,1.109375,0.5370370370370371,0.3423913043478261,0.5625,0.19047619047619047,0.9870967741935485,0.3212669683257919,0.11700975081256772,0.013051470588235295
I00046,R005,Green Tea,Chinese,beverages,True,Budget,60.0,2,0,0,0.145,31.0,1.2258064516129032,0.3181818181818182,68.0,1.411764705882353,2.125,0.03703703703703705,0.18342391304347824,0.27678571428571425,0.22580645161290325,0.5409090909090909,0.3076923076923077,0.5864253393665159,0.025
I00047,R005,Sugarcane Juice,Beverages,mains,True,Mid,260.0,0,2,1,0.32,73.0,1.1506849315068493,0.45,86.0,0.3023255813953488,1.162162162162162,0.40740740740740744,0.4211956521739131,0.6517857142857143,0.15068493150684925,0.765,0.38914027149321273,0.1255813953488372,0.0136724960254372
I00048,R005,Green Tea,Beverages,mains,True,Premium,290.0,0,2,2,0.278,69.0,1.0869565217391304,0.325,73.0,0.3424657534246575,1.042857142857143,0.462962962962963,0.36413043478260876,0.6160714285714285,0.08695652173913038,0.5525,0.330316742081448,0.14225500526870388,0.01226890756302521
I00049,R005,Mosambi Juice,Beverages,mains,True,Premium,480.0,0,2,2,0.084,17.0,1.1176470588235294,0.23076923076923078,34.0,0.5882352941176471,1.8888888888888888,0.8148148148148149,0.10054347826086957,0.15178571428571427,0.11764705882352944,0.3923076923076923,0.15384615384615385,0.24434389140271492,0.02222222222222222
I00050,R005,Coleslaw,Fast Food,sides,True,Budget,50.0,4,3,0,0.308,67.0,1.1194029850746268,0.375,86.0,1.1395348837209303,1.2647058823529411,0.01851851851851853,0.4048913043478261,0.5982142857142857,0.11940298507462677,0.6375,0.38914027149321273,0.47334525939177097,0.014878892733564013
I00051,R006,Veg Manchurian,Chinese,mains,True,Premium,480.0,2,2,2,0.236,33.0,1.121212121212121,0.14285714285714285,47.0,0.10638297872340426,1.3823529411764706,0.8148148148148149,0.3070652173913043,0.29464285714285715,0.1212121212121211,0.24285714285714283,0.21266968325791857,0.04418985270049099,0.016262975778546712
I00052,R006,Shorba,Biryani,sides,True,Budget,80.0,1,3,0,0.125,18.0,1.1666666666666667,0.15384615384615385,55.0,0.7636363636363637,2.8947368421052633,0.07407407407407407,0.15625,0.1607142857142857,0.16666666666666674,0.26153846153846155,0.24886877828054302,0.3172027972027972,0.034055727554179564
I00053,R006,Lemon Tea,Chinese,beverages,True,Mid,150.0,2,0,1,0.189,25.0,1.16,0.35294117647058826,16.0,1.25,0.6153846153846154,0.20370370370370372,0.24320652173913043,0.2232142857142857,0.15999999999999992,0.6,0.07239819004524888,0.5192307692307692,0.007239819004524887
I00054,R006,Coca-Cola,Chinese,beverages,True,Budget,130.0,2,0,0,0.621,65.0,1.1846153846153846,0.3611111111111111,54.0,1.2037037037037037,0.8181818181818182,0.16666666666666669,0.8301630434782609,0.5803571428571428,0.18461538461538463,0.6138888888888888,0.24434389140271495,0.49999999999999994,0.009625668449197862
I00055,R006,Green Tea,Chinese,beverages,True,Budget,120.0,2,0,0,0.19,29.0,1.1379310344827587,0.3181818181818182,15.0,1.4,0.5,0.14814814814814817,0.24456521739130438,0.2589285714285714,0.13793103448275867,0.5409090909090909,0.06787330316742082,0.5815384615384614,0.0058823529411764705
I00056,R006,Manchow Soup,Chinese,sides,True,Budget,120.0,2,3,0,0.08,7.0,1.0,0.4,53.0,0.6792452830188679,6.625,0.14814814814814817,0.09510869565217392,0.0625,0.0,0.68,0.2398190045248869,0.28214804063860666,0.07794117647058824
I00057,R006,Nimbu Pani,Street Food,beverages,True,Budget,120.0,7,0,0,0.563,53.0,1.2452830188679245,0.3870967741935484,39.0,1.4102564102564104,0.7222222222222222,0.14814814814814817,0.7513586956521738,0.4732142857142857,0.24528301886792447,0.6580645161290323,0.17647058823529413,0.5857988165680473,0.00849673202614379
I00058,R006,Green Tea,Beverages,mains,True,Premium,300.0,0,2,2,0.107,15.0,1.1333333333333333,0.0,13.0,0.0,0.8125,0.4814814814814815,0.13179347826086957,0.13392857142857142,0.1333333333333333,0.0,0.05882352941176471,0.0,0.009558823529411765
I00059,R006,Fried Rice,Chinese,mains,True,Mid,230.0,2,2,1,0.212,29.0,1.0689655172413792,0.22727272727272727,41.0,0.0975609756097561,1.3666666666666667,0.35185185185185186,0.27445652173913043,0.2589285714285714,0.06896551724137923,0.38636363636363635,0.18552036199095023,0.040525328330206375,0.01607843137254902
I00060,R006,Orange Juice,Beverages,mains,True,Premium,450.0,0,2,2,0.411,54.0,1.1481481481481481,0.4666666666666667,79.0,0.12658227848101267,1.4363636363636363,0.7592592592592593,0.5448369565217391,0.4821428571428571,0.14814814814814814,0.7933333333333333,0.3574660633484163,0.052580331061343716,0.01689839572192513
I00061,R007,Chicken Shawarma,Fast Food,mains,False,Mid,250.0,4,2,1,0.334,36.0,1.0833333333333333,0.28,164.0,0.2073170731707317,4.4324324324324325,0.3888888888888889,0.44021739130434784,0.3214285714285714,0.08333333333333326,0.47600000000000003,0.7420814479638009,0.08611632270168855,0.05214626391096979
I00062,R007,Raita,Biryani,sides,True,Budget,130.0,1,3,0,0.384,41.0,1.146341463414634,0.4166666666666667,53.0,1.0943396226415094,1.2619047619047619,0.16666666666666669,0.5081521739130435,0.36607142857142855,0.14634146341463405,0.7083333333333334,0.2398190045248869,0.4545718432510885,0.01484593837535014
I00063,R007,Hot and Sour Soup,Chinese,sides,True,Mid,170.0,2,3,1,0.069,6.0,1.3333333333333333,0.0,7.0,0.8571428571428571,1.0,0.24074074074074076,0.08016304347826088,0.05357142857142857,0.33333333333333326,0.0,0.031674208144796386,0.356043956043956,0.011764705882352941
I00064,R007,Mango Smoothie,Fast Food,beverages,True,Budget,100.0,4,0,0,0.169,16.0,1.25,0.0,151.0,1.490066225165563,8.882352941176471,0.11111111111111113,0.2160326086956522,0.14285714285714285,0.25,0.0,0.6832579185520362,0.618950585838003,0.10449826989619378
I00065,R007,Paneer Chilli,Chinese,mains,True,Premium,400.0,2,2,2,0.089,11.0,1.0,0.1,39.0,0.4358974358974359,3.25,0.6666666666666667,0.10733695652173912,0.09821428571428571,0.0,0.17,0.17647058823529413,0.18106508875739644,0.03823529411764706
I00066,R007,Honey Chilli Potato,Chinese,starters,True,Mid,150.0,2,4,1,0.746,68.0,1.088235294117647,0.4146341463414634,29.0,0.1724137931034483,0.42028985507246375,0.20370370370370372,1.0000000000000002,0.6071428571428571,0.08823529411764697,0.7048780487804878,0.13122171945701358,0.07161803713527852,0.0049445865302642795
I00067,R007,Dim Sum,Chinese,starters,True,Mid,180.0,2,4,1,0.237,25.0,1.04,0.29411764705882354,11.0,0.5454545454545454,0.4230769230769231,0.2592592592592593,0.30842391304347827,0.2232142857142857,0.040000000000000036,0.5,0.0497737556561086,0.22657342657342655,0.004977375565610859
I00068,R007,Toffee Apple,Chinese,desserts,True,Budget,120.0,2,1,0,0.212,0.0,1.0,0.0,0.0,0.0,0.0,0.14814814814814817,0.27445652173913043,0.0,0.0,0.0,0.0,0.0,0.0
I00069,R007,Garlic Naan,North Indian,sides,True,Budget,120.0,5,3,0,0.419,43.0,1.1627906976744187,0.3448275862068966,47.0,0.9148936170212766,1.0681818181818181,0.14814814814814817,0.5557065217391304,0.3839285714285714,0.16279069767441867,0.5862068965517242,0.21266968325791857,0.38003273322422254,0.012566844919786095
I00070,R007,Crispy Corn,Chinese,starters,True,Premium,320.0,2,4,2,0.343,35.0,1.0857142857142856,0.20689655172413793,13.0,0.6153846153846154,0.3611111111111111,0.5185185185185185,0.4524456521739131,0.3125,0.08571428571428563,0.35172413793103446,0.05882352941176471,0.2556213017751479,0.004248366013071895
I00071,R008,Masala Dosa,South Indian,mains,True,Premium,490.0,6,2,2,0.141,24.0,1.0833333333333333,0.2,39.0,0.3076923076923077,1.56,0.8333333333333334,0.1779891304347826,0.21428571428571427,0.08333333333333326,0.34,0.17647058823529413,0.12781065088757396,0.01835294117647059
I00072,R008,Cold Coffee,Chinese,beverages,True,Budget,50.0,2,0,0,0.081,11.0,1.2727272727272727,0.2222222222222222,50.0,1.56,4.166666666666667,0.01851851851851853,0.09646739130434782,0.09821428571428571,0.2727272727272727,0.37777777777777777,0.22624434389140274,0.648,0.04901960784313726
I00073,R008,Onion Raita,South Indian,sides,True,Mid,170.0,6,3,1,0.1,6.0,1.3333333333333333,0.0,33.0,0.9696969696969697,4.714285714285714,0.24074074074074076,0.12228260869565219,0.05357142857142857,0.33333333333333326,0.0,0.14932126696832582,0.40279720279720277,0.055462184873949584
I00074,R008,Paneer 65,South Indian,starters,True,Mid,160.0,6,4,1,0.262,34.0,1.2058823529411764,0.28,34.0,0.5294117647058824,0.9714285714285714,0.2222222222222222,0.3423913043478261,0.30357142857142855,0.2058823529411764,0.47600000000000003,0.15384615384615385,0.21990950226244343,0.011428571428571429
I00075,R008,Idli Sambar,South Indian,mains,True,Premium,400.0,6,2,2,0.351,44.0,1.0681818181818181,0.26666666666666666,90.0,0.37777777777777777,2.0,0.6666666666666667,0.4633152173913043,0.39285714285714285,0.06818181818181812,0.4533333333333333,0.40723981900452494,0.15692307692307692,0.023529411764705882
I00076,R008,Gobi 65,South Indian,starters,True,Mid,230.0,6,4,1,0.236,24.0,1.1666666666666667,0.21052631578947367,29.0,0.6896551724137931,1.16,0.35185185185185186,0.3070652173913043,0.21428571428571427,0.16666666666666674,0.3578947368421052,0.13122171945701358,0.2864721485411141,0.013647058823529411
I00077,R008,Panagam,South Indian,beverages,True,Budget,110.0,6,0,0,0.165,24.0,1.1666666666666667,0.14285714285714285,86.0,1.430232558139535,3.44,0.12962962962962965,0.21059782608695654,0.21428571428571427,0.16666666666666674,0.24285714285714283,0.38914027149321273,0.5940966010733453,0.04047058823529412
I00078,R008,Veg Manchurian,Chinese,mains,True,Mid,180.0,2,2,1,0.053,5.0,1.0,0.25,12.0,0.5833333333333334,2.0,0.2592592592592593,0.05842391304347826,0.04464285714285714,0.0,0.425,0.05429864253393665,0.2423076923076923,0.023529411764705882
I00079,R008,Chettinad Chicken Curry,South Indian,mains,False,Premium,320.0,6,2,2,0.266,32.0,1.21875,0.25,49.0,0.14285714285714285,1.4848484848484849,0.5185185185185185,0.3478260869565218,0.2857142857142857,0.21875,0.425,0.22171945701357468,0.05934065934065933,0.01746880570409982
I00080,R008,Gunpowder Podi,South Indian,sides,True,Budget,100.0,6,3,0,0.278,34.0,1.2058823529411764,0.30434782608695654,66.0,1.0303030303030303,1.8857142857142857,0.11111111111111113,0.36413043478260876,0.30357142857142855,0.2058823529411764,0.5173913043478261,0.29864253393665163,0.42797202797202794,0.022184873949579832
I00081,R009,Chicken 65,South Indian,starters,False,Premium,280.0,6,4,2,0.08,13.0,1.2307692307692308,0.08333333333333333,26.0,0.6153846153846154,1.8571428571428572,0.4444444444444444,0.09510869565217392,0.11607142857142856,0.23076923076923084,0.14166666666666666,0.11764705882352942,0.2556213017751479,0.02184873949579832
I00082,R009,Rose Milk,South Indian,beverages,True,Budget,50.0,6,0,0,0.027,2.0,1.0,0.0,10.0,1.7,3.3333333333333335,0.01851851851851853,0.023097826086956524,0.017857142857142856,0.0,0.0,0.04524886877828055,0.7061538461538461,0.0392156862745098
I00083,R009,Masala Dosa,South Indian,mains,True,Mid,220.0,6,2,1,0.432,38.0,1.105263157894737,0.16666666666666666,114.0,0.16666666666666666,2.923076923076923,0.33333333333333337,0.5733695652173914,0.33928571428571425,0.10526315789473695,0.2833333333333333,0.5158371040723982,0.06923076923076922,0.03438914027149321
I00084,R009,Strawberry Milkshake,Fast Food,beverages,True,Budget,40.0,4,0,0,0.246,42.0,1.1428571428571428,0.20588235294117646,56.0,1.5,1.302325581395349,0.0,0.32065217391304346,0.375,0.1428571428571428,0.35,0.2533936651583711,0.6230769230769231,0.015321477428180576
I00085,R009,Sweet Lassi,North Indian,beverages,True,Budget,80.0,5,0,0,0.194,18.0,1.1111111111111112,0.125,56.0,1.4821428571428572,2.9473684210526314,0.07407407407407407,0.25,0.1607142857142857,0.11111111111111116,0.2125,0.2533936651583711,0.6156593406593407,0.03467492260061919
I00086,R009,Malpua,North Indian,desserts,True,Mid,200.0,5,1,1,0.127,12.0,1.1666666666666667,0.0,30.0,1.9666666666666666,2.3076923076923075,0.29629629629629634,0.15896739130434784,0.10714285714285714,0.16666666666666674,0.0,0.13574660633484165,0.8169230769230769,0.027149321266968323
I00087,R009,Tomato Chutney,South Indian,sides,True,Budget,60.0,6,3,0,0.338,42.0,1.119047619047619,0.21212121212121213,52.0,0.9423076923076923,1.2093023255813953,0.03703703703703705,0.4456521739130435,0.375,0.11904761904761907,0.3606060606060606,0.23529411764705885,0.39142011834319523,0.014227086183310533
I00088,R009,Gobi 65,South Indian,starters,True,Premium,340.0,6,4,2,0.105,15.0,1.0666666666666667,0.15384615384615385,27.0,0.37037037037037035,1.6875,0.5555555555555556,0.12907608695652173,0.13392857142857142,0.06666666666666665,0.26153846153846155,0.12217194570135748,0.15384615384615383,0.019852941176470587
I00089,R009,Dum Aloo,North Indian,mains,True,Premium,380.0,5,2,2,0.264,24.0,1.0833333333333333,0.14285714285714285,49.0,0.24489795918367346,1.96,0.6296296296296297,0.34510869565217395,0.21428571428571427,0.08333333333333326,0.24285714285714283,0.22171945701357468,0.10172684458398742,0.023058823529411764
I00090,R009,Papad,South Indian,sides,True,Mid,160.0,6,3,1,0.225,25.0,1.32,0.09090909090909091,37.0,1.0,1.4230769230769231,0.2222222222222222,0.2921195652173913,0.2232142857142857,0.32000000000000006,0.15454545454545454,0.16742081447963802,0.41538461538461535,0.0167420814479638
I00091,R010,Crispy Corn,Chinese,starters,True,Mid,150.0,2,4,1,0.156,25.0,1.12,0.14285714285714285,45.0,0.4444444444444444,1.7307692307692308,0.20370370370370372,0.1983695652173913,0.2232142857142857,0.1200000000000001,0.24285714285714283,0.20361990950226247,0.1846153846153846,0.020361990950226245
I00092,R010,Kadai Chicken,North Indian,mains,False,Mid,170.0,5,2,1,0.348,38.0,1.131578947368421,0.2962962962962963,99.0,0.3333333333333333,2.5384615384615383,0.24074074074074076,0.4592391304347826,0.33928571428571425,0.13157894736842102,0.5037037037037037,0.4479638009049774,0.13846153846153844,0.029864253393665156
